7.52553 13.3667 
7.39841 13.2436 
7.27344 13.0531 
7.15058 12.8598 
7.02979 12.7419 
6.91105 12.5568 
6.79431 12.3706 
6.67954 12.3025 
6.56671 12.1479 
6.45579 11.9477 
6.34674 11.7958 
6.23953 11.6304 
6.13414 11.4795 
6.03052 11.3295 
5.92866 11.1865 
5.82851 11.057 
5.73006 10.9814 
5.63327 10.7619 
5.53811 10.6935 
5.44456 10.5469 
5.3526 10.4078 
5.26218 10.3238 
5.1733 10.1648 
5.08591 10.056 
5 9.9198 
